gene	aRRA	p_value	significant	# sgRNAs	# signif. sgRNAs	mean	std	cat
Ganab__1	0.0004065419882984	0.0007	True	5	4	-2.7343302001624883	0.49506606106351647	Significant
Pole__1	0.0004093797145869	0.0007	True	10	5	-0.9597980820674458	0.23588356533935803	Significant
Polr2e__1	0.0004118187150702	0.0007	True	5	4	-3.191585960179317	0.7172779071893495	Significant
Supt6h__1	0.0004123567266477	0.0007	True	5	5	-2.321919166912471	1.357851188624316	Significant
Rpl23a|Trpv3	0.0004129741684634	0.0007	True	3	3	-3.5084629720031093	0.4738445238528997	Significant
LOC100757378|LOC100757773	0.0004148503176229	0.0007	True	4	3	-2.5182858315035377	0.8935934657265928	Significant
Kmt2d__1	0.0004159422695989	0.0007	True	11	6	-0.7935058488321033	0.32045114169311045	Significant
Smg1__1	0.0004177065145105	0.0007	True	5	5	-2.1517797632798983	0.6829132207059357	Significant
Mrps18b__1	0.0004191758766912	0.0007	True	5	3	-2.5769241657919286	1.34140065698132	Significant
Bysl__1	0.0004198779352224	0.0007	True	7	4	-1.6335450356520518	0.22432857150594226	Significant
Nsmce4a__1	0.0004217408869354	0.0007	True	5	3	-2.574182103766131	0.533388365105488	Significant
Mrpl14__1	0.0004225236139674	0.0007	True	5	3	-2.57413574251017	0.5393485023246699	Significant
Utp6__1	0.0004228218280711	0.0007	True	5	5	-2.4001156151055003	0.5634349949015087	Significant
Snw1__1	0.00042356683296	0.0007	True	5	4	-1.5714969282805433	0.5757398608228513	Significant
Noc3l__1	0.0004278655166033	0.0008	True	5	4	-2.746240141410874	0.6694910403363943	Significant
LOC100766805__1	0.000430786222606	0.0008	True	5	5	-2.35779050970253	0.19877121332422143	Significant
Wdr24__1	0.0004309679558886	0.0008	True	5	4	-3.3078038618536802	0.8008625513056511	Significant
Mau2__1	0.0004333560675357	0.0008	True	5	3	-1.5522884036707247	0.6043831552063855	Significant
Elp4__1	0.0004342928074523	0.0008	True	10	5	-1.3821830046827692	0.40549249419485905	Significant
LOC100767596__1	0.0004353431290842	0.0008	True	4	4	-2.732971850430056	0.9509364513478896	Significant
Kdm8__1	0.0004361948678865	0.0008	True	5	5	-3.560393068922979	0.5421230454668426	Significant
Pcna__1	0.0004375832434763	0.0009	True	5	4	-1.7633922589220206	0.43996873292500016	Significant
LOC100770213__1	0.0004380784877749	0.0009	True	5	4	-3.2017970217615876	1.0415515148433578	Significant
Rps13__1	0.0004402113421645	0.0009	True	5	4	-3.431074353578093	0.6800263798161575	Significant
Nfya__1	0.0004409596107332	0.0009	True	5	4	-1.6459052757426706	0.31054326409354416	Significant
Fam210a__1	0.0004421701783747	0.0009	True	5	4	-2.1855122901825688	0.8683063688111624	Significant
Fzr1__1	0.0004428842970503	0.0009	True	5	5	-2.803529358030988	0.8162358386938556	Significant
Mrpl18__1	0.0004459323284828	0.0009	True	5	4	-2.5228997611194917	0.36660620537481753	Significant
Rars1__1	0.0004472224724102	0.0009	True	5	5	-2.6087320201788815	0.596744040471383	Significant
Slc25a32__1	0.0004472818020301	0.0009	True	5	4	-2.2878839510132605	0.722132889264859	Significant
Drap1__1	0.0004477301147194	0.0009	True	8	4	-1.5516893696415823	0.42642329304464455	Significant
Sde2__1	0.0004477361990224	0.0009	True	5	3	-2.4220638377476282	0.6665226085433833	Significant
Pex6__1	0.0004483420734274	0.0009	True	5	4	-1.587287870225814	0.4336988176962771	Significant
Pnpt1__1	0.0004521910962621	0.001	True	5	4	-2.435832772268448	0.4629504517748443	Significant
Sf3b3__1	0.000453224341744	0.001	True	5	3	-2.7552841220738276	0.47145554381092336	Significant
Timm50__1	0.0004568094614042	0.001	True	5	4	-2.01838954981888	0.11119484272444366	Significant
Ciao3__1	0.0004573402616951	0.001	True	5	3	-2.202098080726084	0.43907299918952925	Significant
Hexim1__1	0.0004575054792946	0.001	True	10	6	-1.0189794066410607	0.1695783050588324	Significant
Mrpl13__1	0.0004576675832204	0.001	True	5	5	-2.78419332081487	0.25761991065197126	Significant
Ddx10__1	0.0004584026536882	0.001	True	5	3	-2.3346055398339787	0.7835120095926708	Significant
Clns1a__1	0.0004629664530877	0.001	True	5	4	-2.2210533325262993	0.12901324821196197	Significant
Ncaph__1	0.0004650898241572	0.001	True	10	6	-1.5274077285224816	0.4386921958225668	Significant
Prpf4__1	0.000466152230689	0.001	True	5	4	-1.7565909562875714	1.331835017505171	Significant
Nol10__1	0.0004665254966631	0.001	True	5	4	-2.572227372398181	0.4289885534819401	Significant
Scfd1__1	0.0004667606150813	0.001	True	5	5	-2.3519581806839343	0.9891442918090845	Significant
Isca2__1	0.0004668196793885	0.001	True	5	5	-3.409313356043153	1.3885408890893036	Significant
LOC103164217|LOC113836537	0.0004678355447873	0.001	True	5	4	-2.9067787698255665	1.0980262067747428	Significant
Brd4__1	0.0004731614617383	0.001	True	5	5	-2.270627024993185	0.4822070257194964	Significant
Wdr12__1	0.0004735078815072	0.001	True	5	4	-2.751608429823209	0.11746600780919253	Significant
Nampt__1	0.0004760905815043	0.001	True	5	5	-3.7210475955358246	1.1619427085331144	Significant
Flii__1	0.0004841067249325	0.001	True	5	5	-2.632348766130786	0.617322570082659	Significant
Hjurp__1	0.0004844013019655	0.001	True	5	4	-1.7661807459248093	0.10824879859547482	Significant
Gtf2h4__1	0.0004888780361249	0.001	True	5	4	-1.693355041767919	1.0166324533237894	Significant
Dcaf1__1	0.000489020220523	0.001	True	5	5	-2.6512002940803714	0.7202391241468425	Significant
Chd4__1	0.0004923289206067	0.001	True	5	5	-2.4149440088028387	0.4072968001216299	Significant
Ptcd1__1	0.0004953860658244	0.001	True	5	3	-2.297793192150947	0.5122441559884557	Significant
Gtf3c4__1	0.0004967393350051	0.001	True	5	4	-3.374336867651136	1.0796389391766597	Significant
Mccc1|Cbx3	0.0004981265226311	0.001	True	5	4	-2.4759802743003583	0.421819654248894	Significant
Polr1e__1	0.0004981280489131	0.001	True	5	3	-2.748669764848545	1.2939330947404872	Significant
Elp3__1	0.0004983901618467	0.001	True	5	5	-1.972680322923416	0.5397942921668584	Significant
Dbf4__1	0.0004986923538414	0.001	True	5	5	-2.296597552247751	0.31890545566945017	Significant
Plrg1__1	0.0004987451897541	0.001	True	5	4	-2.2958113448079076	0.4556797069535741	Significant
Gemin8__1	0.0004997511803812	0.001	True	5	5	-2.445302783050817	0.4045054309964899	Significant
Rps17__1	0.0005021344216069	0.001	True	5	3	-2.49407706115003	0.3991027263024751	Significant
LOC100763541__1	0.0005037152965275	0.001	True	5	4	-2.8501685929961624	0.7972843315633767	Significant
Rps6__2	0.0005069198204345	0.001	True	4	3	-3.1572913896441577	0.3987245587188866	Significant
Pkd1__1	0.0005086666646597	0.001	True	10	6	-0.9453148027068679	0.1816949902463751	Significant
Pgs1__1	0.0005092611441184	0.001	True	5	4	-2.0466987275959703	0.4685982173169168	Significant
Taf1c__1	0.0005092611441184	0.001	True	5	4	-1.7917717623764897	0.4705670580363901	Significant
Yju2__1	0.0005100538801775	0.001	True	5	5	-1.788420777506241	0.5948198286009287	Significant
LOC100761791__1	0.0005116003990932	0.001	True	5	4	-3.4399865230346722	1.2792507202220256	Significant
Wdr75__1	0.0005125207343121	0.001	True	5	5	-2.179592282851025	0.6061839667867666	Significant
Mlh1__1	0.0005132935804445	0.001	True	10	5	-1.2636505477583242	0.732007292405238	Significant
Ccdc22__1	0.0005199004887593	0.001	True	10	5	-0.7663507212361244	0.40883345616176303	Significant
LOC113837369|LOC113837639	0.00052017196391	0.001	True	4	3	-3.583738411173745	0.6019725559355519	Significant
Hmgcr__1	0.0005217694457567	0.001	True	5	4	-2.255765843381014	0.5038714550531777	Significant
Nop9__1	0.0005226177078268	0.001	True	5	3	-1.2649696553673258	0.5899782283056211	Significant
Vps52__1	0.000524037162555	0.001	True	5	3	-1.860566407843295	1.1766062062037947	Significant
Anapc2__1	0.0005245539644532	0.001	True	5	3	-2.469887080180572	0.7446412765728704	Significant
Trappc5__1	0.0005249781390534	0.001	True	5	4	-1.9466491495859302	0.6077595830538572	Significant
Rps16__1	0.0005261737004952	0.001	True	5	4	-2.9144570441472295	0.3996778060449878	Significant
Rnmt__1	0.000538110362975	0.001	True	5	3	-2.242212736767679	0.11864538806125259	Significant
Vmp1__1	0.0005387159027372	0.001	True	5	4	-2.9878586942922976	1.17785537945546	Significant
Ncapd2__1	0.0005392449945853	0.001	True	5	5	-2.455534675963437	1.2740939875422357	Significant
Bms1__1	0.0005402107364904	0.001	True	5	4	-2.5823466059245317	0.4870919560604012	Significant
Nae1__1	0.0005453926899557	0.0011	True	5	4	-2.295677577413948	0.9329157893077167	Significant
Rint1__1	0.0005470902881008	0.0011	True	5	5	-2.707020805127959	0.20468718784618972	Significant
Pdss1__1	0.0005480450507322	0.0011	True	5	4	-2.256924921351674	0.20422645913198548	Significant
Nup107__1	0.0005491308083875	0.0011	True	5	5	-2.3688549114041146	0.8358646807288477	Significant
Umps__1	0.0005497680033906	0.0011	True	5	4	-2.871884582828025	0.9149057551343239	Significant
Mcm10__1	0.0005518295963639	0.0011	True	5	5	-2.119005957341191	0.4771544706109215	Significant
Rps19bp1__1	0.0005526144480156	0.0011	True	5	4	-2.2963435061428545	0.16653676404046597	Significant
Sec16a__1	0.0005536656132597	0.0011	True	5	4	-1.650192365871991	0.07089510851693302	Significant
Nkapd1__1	0.0005539759274397	0.0011	True	5	3	-2.3002436996890694	0.6533352795226628	Significant
Aatf__1	0.0005553889356715	0.0011	True	5	4	-2.372361620943012	0.5603110627134247	Significant
Med6__1	0.0005575968094588	0.0011	True	5	4	-2.154236247135765	0.3564698719916092	Significant
Rad51__1	0.0005577546987331	0.0011	True	5	5	-2.297793192150947	0.15433226429282532	Significant
Szrd1__1	0.0005620943311964	0.0011	True	10	6	-1.0376859087024397	0.24880088661001343	Significant
Tubg1__1	0.0005623982065017	0.0011	True	6	5	-2.5733770763984607	0.31108221157999066	Significant
Rbm8a__1	0.0005636472396335	0.0011	True	5	5	-1.7341821406389903	0.5201508673622237	Significant
Tsen54__1	0.0005649819866651	0.0011	True	5	5	-2.0632807249821368	0.7671161472370436	Significant
Pex12__1	0.0005670725899958	0.0011	True	5	5	-1.952041736461819	0.39423672620651296	Significant
Mrps23__1	0.0005683068697434	0.0011	True	5	4	-3.3114969437188035	0.6139480358514392	Significant
Psmb3__1	0.0005690705623892	0.0011	True	5	4	-2.6503959513286994	0.881380457179126	Significant
Med26__1	0.0005700046086395	0.0011	True	5	4	-2.330537360735886	0.6100808664005408	Significant
Kdsr__1	0.0005706263049377	0.0011	True	5	4	-2.8575493852176406	0.7190472358337591	Significant
Naa20__1	0.0005715700168736	0.0011	True	5	4	-2.0837178466549036	0.9648327313286825	Significant
Zc3h3__1	0.000574142393623	0.0011	True	5	5	-1.6150752512668836	0.47999739701231753	Significant
Tada2a__1	0.0005746500648895	0.0011	True	10	5	-1.0319048934876438	0.408407228294512	Significant
Dnajc17__1	0.000575069496622	0.0011	True	5	5	-3.709304679381217	1.7886785107113057	Significant
Mrpl22__1	0.0005766843423919	0.0011	True	5	5	-2.458168781431874	0.6312191160128462	Significant
Wdr77__1	0.0005796303637154	0.0011	True	5	5	-3.4809614298573313	0.9487911735891322	Significant
Wdr44__1	0.0005806337791079	0.0011	True	5	4	-2.6586117137280216	0.33751755708941394	Significant
Naa50__1	0.000581030285302	0.0011	True	5	4	-2.540525807405792	0.9030797107228742	Significant
Atp5f1b__1	0.0005817952499372	0.0011	True	5	5	-2.039104838054654	0.5568344832359279	Significant
Anln__1	0.0005828170768144	0.0011	True	5	4	-2.0769966651610674	0.46385609892628854	Significant
Ctps1__1	0.0005846079862346	0.0011	True	5	4	-2.831996947363986	0.8093552796886568	Significant
Banf1__1	0.0005873942851569	0.0011	True	5	3	-2.671196632483486	0.43601718365027403	Significant
Slc11a2__1	0.0005882308966101	0.0011	True	5	3	-2.2169881049875952	0.15641937202894649	Significant
Naa35__1	0.0005890683020633	0.0011	True	5	3	-2.477622868333132	0.2208713135379824	Significant
Pdss2__1	0.0005903508554261	0.0011	True	11	6	-1.0610772221490326	0.2856136288810942	Significant
Tfip11__1	0.0005905669114398	0.0011	True	5	5	-3.247384678406423	1.2498875974866381	Significant
Polr2m__1	0.0005934230300661	0.0011	True	5	4	-1.8792743777876841	0.6505368655119017	Significant
Ndufaf6__1	0.0005940276639684	0.0011	True	5	4	-2.548203299948826	0.21095451116729932	Significant
Tubgcp6__1	0.0005962486087552	0.0011	True	5	4	-1.7933546943980754	1.481766740565018	Significant
Mbtps2__1	0.0005998856491979	0.0011	True	5	3	-1.7774206243876325	0.760004107949464	Significant
Dennd4c__1	0.0006007954292305	0.0011	True	8	6	-1.3527178607711772	0.28589496378134943	Significant
Hnrnpk__1	0.0006008755593106	0.0011	True	5	3	-2.408933139431172	0.615033821904862	Significant
Cdc20__1	0.0006028586453677	0.0011	True	5	3	-1.488065479655671	0.5400453623886884	Significant
Eif3g__1	0.0006051373496689	0.0011	True	5	5	-3.4604949213151444	0.22730989465426568	Significant
Naa25__1	0.0006053992068483	0.0011	True	5	4	-2.1663837167054645	1.1800159830417039	Significant
Mipep__1	0.0006083700457847	0.0011	True	5	4	-2.5754611503613947	0.4510835871766236	Significant
Utp25__1	0.0006111458155542	0.0011	True	5	4	-1.4326787435157704	0.3114909345884072	Significant
Dnm1l__1	0.0006137621846988	0.0011	True	5	5	-1.9829144372993488	0.15706084007296547	Significant
Rpp30__1	0.0006163651533809	0.0011	True	10	5	-1.0989158529263685	0.3543454761688315	Significant
Rpn1__1	0.0006165508748065	0.0011	True	5	4	-2.5550340315561497	0.6579594582667997	Significant
Cdc6__1	0.0006193138022732	0.0011	True	5	5	-2.206260226501981	0.7542143575668153	Significant
Anapc1__1	0.0006214735693203	0.0011	True	5	5	-2.3612804813455823	0.5393600510836647	Significant
LOC100760824__1	0.0006226572293776	0.0011	True	5	4	-2.87290025001673	0.6577732541844792	Significant
Lias__1	0.0006226572293776	0.0011	True	5	4	-2.3062209385096604	0.3249160287515214	Significant
Mthfd2__1	0.0006244530832334	0.0011	True	5	5	-1.8023764226578411	0.48773551238475826	Significant
Magoh__1	0.0006254389631347	0.0011	True	5	5	-3.0299953367704275	0.8075141684666749	Significant
Adat2__1	0.0006254389631347	0.0011	True	5	5	-2.270726401656638	0.5532967420210843	Significant
Prpsap1__1	0.000632971737808	0.0011	True	10	6	-0.6963588503390218	0.46143622805942563	Significant
Dctn4__1	0.0006332721827366	0.0011	True	5	4	-2.462470219346281	0.6563823094907514	Significant
Orc5__1	0.0006343034526971	0.0011	True	5	3	-2.3799147480278355	0.8381929709851776	Significant
Abcf1__1	0.0006346482568415	0.0011	True	5	4	-2.667279930171021	0.9362465626772984	Significant
Tsr2__1	0.0006352841237936	0.0011	True	5	4	-1.8598474584563747	0.736464829763496	Significant
Imp4__1	0.000640537441066	0.0011	True	5	5	-2.9241214424440165	0.2273098946542661	Significant
Stip1__1	0.0006413487187599	0.0011	True	5	4	-1.8568092615208924	0.34989232015644534	Significant
Mrpl47__1	0.0006453085580855	0.0011	True	5	4	-1.939045832469286	0.469435792783891	Significant
Sec63__1	0.0006473491003128	0.0011	True	5	4	-2.0067051525978457	0.1726094156330586	Significant
Slc25a1__1	0.0006474489691826	0.0011	True	5	3	-2.1669682152648315	0.23358207525070798	Significant
Ears2__1	0.0006476717330219	0.0011	True	5	4	-2.280607151978645	0.014065053798359728	Significant
Rpl6__1	0.000652201265818	0.0011	True	4	4	-2.2208607711819517	0.7900046927605338	Significant
Rpf2__1	0.0006529584915149	0.0011	True	5	4	-2.6983726956368064	1.2110830111210622	Significant
Sf3b4__1	0.0006578596057845	0.0011	True	5	4	-2.785608941525142	1.1900505336080192	Significant
Hus1__1	0.0006599123104907	0.0011	True	5	4	-2.235344194163738	0.6614314435366095	Significant
Dpy30__1	0.0006623154647744	0.0011	True	5	4	-1.6730051336223786	0.5314059646109258	Significant
Gtf3c5__1	0.000663304681105	0.0011	True	5	5	-3.6677985676900544	0.443966429405455	Significant
Nol12__1	0.0006642838928245	0.0011	True	5	5	-2.379950571321421	0.3587997391915736	Significant
Nob1__1	0.0006651640115263	0.0011	True	5	4	-2.04438991940672	0.27965348220559927	Significant
Pold3__1	0.0006655693525516	0.0011	True	5	5	-2.3842539862539085	0.6042636561699503	Significant
Mrpl15__1	0.0006668078157357	0.0011	True	5	5	-1.94656395318392	0.4044752358708347	Significant
Gne__1	0.0006672846383297	0.0011	True	5	5	-1.4505954592171455	0.07803015705746741	Significant
LOC100754792__2	0.0006700055492944	0.0011	True	5	4	-2.0548444201384815	0.5517033695277799	Significant
LOC100762189__1	0.0006749164889665	0.0011	True	5	5	-3.409313356043153	0.5154137257840135	Significant
Fam71f2__1	0.0006756753568244	0.0011	True	10	6	-0.855040624322876	0.0962562468170211	Significant
Nufip1__1	0.0006773610949868	0.0011	True	5	5	-2.2136001779262666	0.6957572118219805	Significant
Rbm28__1	0.0006790988864457	0.0011	True	5	4	-2.4176675930533986	0.3868829260363268	Significant
Mpv17__1	0.000679879411736	0.0011	True	5	4	-1.6976276356632682	0.37149709713410967	Significant
Abt1__1	0.0006844645799752	0.0011	True	5	4	-1.91346004188505	0.5516931876897126	Significant
Zeb2__1	0.0006869344541654	0.0011	True	5	4	-1.801847457469671	0.9900617100570337	Significant
Rpl24__1	0.0006913851583317	0.0011	True	5	3	-2.1373496376683483	1.3157221547126339	Significant
Cebpz__1	0.0006947209249803	0.0011	True	5	5	-3.140792387688784	0.9047783061763801	Significant
Pdrg1__1	0.0006979311422677	0.0011	True	4	3	-2.59875507967217	0.27155148393443046	Significant
Med18__1	0.0006985308935841	0.0011	True	5	4	-1.4399865230346718	1.0518414689443227	Significant
Prmt7__1	0.0006997598387949	0.0011	True	10	5	-0.7769737880376226	0.39168471885609796	Significant
Mcm7__1	0.0007004537302396	0.0011	True	5	5	-2.4365904923560295	0.2987516870862565	Significant
Nudcd3__1	0.0007026380166353	0.0011	True	5	4	-3.2125872991062283	1.9569265468278558	Significant
Dlat__1	0.0007109283272812	0.0011	True	5	5	-2.076693352609617	0.3928074633979739	Significant
Cog1__1	0.000711656110937	0.0011	True	5	4	-1.8285674976440105	0.27135042668340414	Significant
Hspa8__1	0.0007199626001213	0.0011	True	5	4	-2.674979288231901	0.543600948649454	Significant
Ints8__1	0.0007218495234155	0.0011	True	5	5	-2.1096128695973326	0.44246672672604215	Significant
Pno1__1	0.0007228031943196	0.0011	True	5	4	-1.8517044891207197	0.17341488674281913	Significant
Prpf38a__1	0.0007241813508427	0.0011	True	5	3	-1.1369556705835373	0.9489170135379549	Significant
Eif3h__1	0.0007264534796001	0.0011	True	5	3	-2.192253227746304	0.703521608879434	Significant
Tomm40__1	0.0007272515610471	0.0011	True	5	4	-2.0431977982892247	0.7259350627809075	Significant
Rps6kb1__1	0.0007273346094072	0.0011	True	5	5	-1.5583588371769292	0.07793991520480323	Significant
Ccnk__1	0.0007291760655038	0.0011	True	5	5	-2.5921325008645035	0.26580728648044916	Significant
Rpl5__1	0.0007316040907724	0.0011	True	5	3	-2.0811167382500546	0.5903554144980678	Significant
Ppil1__1	0.0007316371401579	0.0011	True	5	5	-1.625533046848093	0.1852801760896944	Significant
Lrr1__1	0.000732088204926	0.0011	True	5	3	-1.7589712977827108	0.45590781191307583	Significant
Gins4__1	0.0007329729941309	0.0011	True	5	5	-2.5770520686595195	0.1032246612929404	Significant
Eif1ad__1	0.0007337960274748	0.0011	True	5	5	-2.6965317083864764	0.5705528813975701	Significant
Lsm8__1	0.0007346052326688	0.0011	True	5	3	-1.8221970554210747	0.9353089657598085	Significant
Dnajc2__1	0.000738542828857	0.0011	True	5	5	-2.723302734607738	0.7968707375964127	Significant
LOC100773492__1	0.000745240150707	0.0011	True	4	3	-2.3627930977168656	0.10196272862442929	Significant
Psma1__1	0.0007488254046161	0.0011	True	5	3	-1.5160024533816157	1.2146494478970356	Significant
Dbndd2__2	0.0007496821262324	0.0011	True	4	4	-3.3053892631881263	0.5849753138828214	Significant
Tmem41b__1	0.0007518451027115	0.0011	True	5	4	-2.228780749913043	0.38787593225539474	Significant
Mterf4__1	0.0007518451027115	0.0011	True	5	4	-1.7823628210147926	0.15090642950594396	Significant
Smc3__1	0.0007519345885745	0.0011	True	5	3	-2.3218162691044104	0.9082608350830332	Significant
Taf1__1	0.000752326399073	0.0011	True	5	4	-2.0088574290958032	0.39698966861695745	Significant
Usp7__1	0.0007551398066776	0.0011	True	5	5	-2.468375849569214	0.47780881189734686	Significant
Rrp1__1	0.0007557016122798	0.0011	True	5	4	-2.7228149163678963	0.8198884178013687	Significant
Ddx27__1	0.0007603142923307	0.0011	True	5	5	-2.071970422776068	1.1049709078821643	Significant
Mrpl54__1	0.0007605336837383	0.0011	True	5	3	-2.3023379117157465	0.969116628967827	Significant
Tfb1m__1	0.0007612721335686	0.0011	True	5	4	-1.8065510092090458	1.2473005601810454	Significant
LOC100770670__1	0.0007659026499392	0.0011	True	4	4	-3.6898167623737157	0.6419375292748647	Significant
Ddost__1	0.0007668730565316	0.0011	True	5	4	-1.9280332292251927	0.6679152468667346	Significant
Ago2__1	0.000768008299076	0.0011	True	5	3	-2.549487421567942	0.2808321213233103	Significant
Nsun5__1	0.0007686097117035	0.0011	True	9	5	-1.096289460648095	0.5490750685851424	Significant
Wdr74__1	0.0007709624876881	0.0011	True	5	5	-2.1894383145469107	0.43614525321348674	Significant
Lig3__1	0.000771178894998	0.0011	True	5	3	-2.144494043986407	0.6611598805385227	Significant
Sod1__1	0.0007712499908374	0.0011	True	5	5	-2.6596338381290323	0.2024110919250607	Significant
Kdm1a__1	0.0007726837970143	0.0011	True	5	3	-2.0930353592505866	0.3128779931818899	Significant
Rps9__1	0.000776452030132	0.0011	True	5	4	-1.7732877211626568	0.6001795849906814	Significant
Usp5__1	0.0007765385496677	0.0011	True	5	3	-2.3302659724651775	0.23681376188128475	Significant
Trappc11__1	0.0007808868053048	0.0011	True	5	4	-1.9097082432435724	0.06719902595796612	Significant
Cstf3__1	0.000784114493197	0.0011	True	5	5	-2.5874517983768404	0.5091795539326365	Significant
Ppp1r15b__1	0.0007857247876893	0.0011	True	5	4	-2.037550019043338	0.309526381209642	Significant
Rpl30__1	0.000787162826828	0.0011	True	4	3	-3.090548584761199	0.7221586032255456	Significant
Trnt1__1	0.0007895863714974	0.0011	True	5	4	-2.4896151882102666	0.572777558129865	Significant
Mrpl16__1	0.0007907101377263	0.0011	True	5	4	-2.0960603350914706	0.90568327890963	Significant
Tomm20__1	0.0007953426729078	0.0011	True	5	4	-1.741985882851309	0.16094321443580506	Significant
Tex10__1	0.0007953574246646	0.0011	True	5	5	-2.933523685706734	0.7223142429708406	Significant
Smarcd1__1	0.0007968954931515	0.0011	True	10	5	-0.7450772616919757	0.04015962376269987	Significant
Stk11__1	0.000797046715179	0.0011	True	5	4	-3.1492936715789472	0.33747972489045047	Significant
Znf236__1	0.00079834937477	0.0011	True	10	6	-1.033978067159715	0.6065222060105273	Significant
Imp3__1	0.0008008780961339	0.0011	True	5	4	-2.8339880121558196	0.48478939776344193	Significant
Cdc42__1	0.0008024185654341	0.0011	True	5	5	-2.501287947737331	1.010740016235152	Significant
Dhx16__1	0.0008168348904011	0.0011	True	5	3	-1.939794349308468	0.40723415232896704	Significant
Odr4__1	0.0008174006238896	0.0011	True	5	3	-1.7724664936999115	0.23553884689556373	Significant
Smc5__1	0.0008209937639797	0.0011	True	5	4	-2.6929907323356104	1.0003556956423232	Significant
Diaph1__1	0.0008222795297787	0.0011	True	5	4	-2.0336305806725874	0.48425769857134515	Significant
Vps28__1	0.0008298963161263	0.0011	True	5	4	-2.17870626998093	1.2092850633093428	Significant
Rnaseh2a__1	0.000831440460102	0.0011	True	5	4	-2.2284727041059402	0.562772272835797	Significant
Fdx2__1	0.0008336048567451	0.0011	True	5	4	-2.677839987292641	0.6313194195529661	Significant
Skp1__1	0.0008391023217248	0.0011	True	5	5	-2.9601324918800636	0.692309989769104	Significant
LOC100765403__1	0.0008414860075203	0.0011	True	5	4	-1.9796771114395681	0.4515093714228672	Significant
LOC100773172__1	0.0008443491853474	0.0011	True	5	5	-2.316534247641548	0.239137095445822	Significant
Bud13__1	0.0008476156845423	0.0011	True	5	5	-2.164901857056984	0.6411837751662594	Significant
Ankle2__1	0.0008484245662851	0.0012	True	5	5	-1.5848506749382045	0.13648340625127955	Significant
Cfl1__1	0.0008527999463777	0.0012	True	5	4	-2.260663302779965	0.4993080360739369	Significant
Ndufa11__1	0.0008536392780139	0.0012	True	5	5	-2.0495320526012013	0.1439931369660446	Significant
Pars2__1	0.0008538008751947	0.0012	True	5	4	-2.546616684524482	0.18991742301194636	Significant
Haus5__1	0.0008554539852652	0.0012	True	5	3	-2.255414026261056	0.5881909221034233	Significant
Terf1__1	0.0008561704458521	0.0012	True	5	3	-2.051803618348942	0.15397328369187974	Significant
Cul5__1	0.0008581009401931	0.0012	True	5	4	-1.4366669898418762	0.32502448624526026	Significant
Cherp__1	0.0008582093284364	0.0012	True	5	4	-2.66275891335598	0.9304377518776116	Significant
Atp1a1__1	0.0008590311488352	0.0012	True	5	4	-2.751073186989489	0.08346725214066876	Significant
Atp6v1c1__1	0.0008591130984833	0.0012	True	5	5	-1.9809205143976083	0.4066118277532997	Significant
Ccdc57__1	0.0008594634422917	0.0012	True	10	5	-1.0304116896610216	0.13393265708068375	Significant
Ints9__1	0.000861801989674	0.0012	True	5	5	-2.3114175526778125	0.25839435513056314	Significant
Osgep__1	0.0008660987201722	0.0012	True	5	4	-1.8960137655676637	0.3799602883044497	Significant
Mrps6__1	0.0008661417208916	0.0012	True	10	5	-0.9693943671763552	0.045110681629733716	Significant
Ncapd3__1	0.0008695817313984	0.0012	True	5	4	-1.7702771281523022	1.0324729555992567	Significant
Mettl3__1	0.000870688034835	0.0012	True	5	4	-2.657162881791476	0.9537644176892555	Significant
Aip__1	0.0008711137490777	0.0012	True	5	4	-2.99427585676431	0.8240943352275386	Significant
Ccs__1	0.0008771222220551	0.0012	True	5	3	-2.114179006029666	0.09000365385735151	Significant
Cog2__1	0.0008793532872383	0.0012	True	5	4	-2.6514878191307587	1.1483089194119707	Significant
Flvcr1__1	0.0008805751264158	0.0012	True	5	5	-1.7607617316362683	0.6455257285731913	Significant
Prpf19__1	0.0008834369991245	0.0012	True	5	5	-2.6925041735497914	0.4937369622147739	Significant
Exosc5__1	0.0008880922180245	0.0012	True	5	3	-2.362565752968733	0.34509867239802633	Significant
Rpl13__1	0.0008894721592736	0.0012	True	5	4	-1.6648706750365376	0.08780475476872979	Significant
Bptf__1	0.0008950902898268	0.0012	True	10	6	-0.9586812348578317	0.3977267775000438	Significant
Vps54__1	0.0008973744725784	0.0012	True	5	5	-2.9475461485017105	0.7901695398728328	Significant
Ddx21__1	0.0009008358107837	0.0013	True	5	4	-2.774386415557176	0.5730571410826634	Significant
Pex13__1	0.0009044396944907	0.0013	True	5	4	-1.6232360425761598	0.15625495952553872	Significant
Ppp1r12a__1	0.0009055456198574	0.0013	True	5	4	-2.0099557692036027	0.5370552523963702	Significant
Rab7a__1	0.000908730805254	0.0013	True	5	4	-2.534913547616395	0.19381158760298192	Significant
Eipr1__1	0.0009127588765567	0.0013	True	7	4	-1.3204317628070856	0.5051310358741786	Significant
Npm3__1	0.0009135703909485	0.0013	True	8	5	-0.9489976258367402	0.4078635565989029	Significant
LOC100759692__1	0.0009174166059253	0.0013	True	4	3	-2.1771444747417315	0.5268997485907939	Significant
Tti2__1	0.0009242210782505	0.0013	True	5	4	-3.7649054338402883	1.344038153032742	Significant
Lin52__1	0.0009308393527323	0.0013	True	5	4	-1.3922966151846738	0.4627609138187832	Significant
